,,,FAB-100,,,FAB-250,,,FAB-500,,
Angle,Speed,Height,Loft Time(s),Loft Dist(m),Pipper Adj,Loft Time(s),Loft Dist(m),Pipper Adj,Loft Time(s),Loft Dist(m),Pipper Adj
-60,800,400,1.99,220.9194249,1.08819276,1.98,219.9083363,1.199287738,1.98,219.9025083,1.199928784
-60,800,500,2.45,271.9321649,1.459807844,2.45,272.0820534,1.446554295,2.45,272.0731446,1.447341946
-60,800,600,2.91,322.9245636,1.710524438,2.91,323.135751,1.694889445,2.91,323.1231968,1.695818753
-60,800,800,3.8,421.5260901,2.214912433,3.8,421.8855988,2.19476332,3.8,421.8642207,2.195961275
-60,800,1000,4.66,516.7316321,2.673170806,4.66,517.271707,2.648753353,4.66,517.2395814,2.650205488
-60,800,1200,5.49,608.5487894,3.10934049,5.49,609.2977277,3.080903577,5.49,609.2531646,3.08259522
-60,800,1400,6.3,698.0897253,3.497526196,6.29,697.967297,3.501539069,6.29,697.9088381,3.503455293
-60,800,1600,7.08,784.2555807,3.887766157,7.07,784.3915643,3.883840042,7.07,784.3177552,3.885971024
-60,800,2000,8.58,949.7978524,4.597007095,8.56,949.4067849,4.606149357,8.56,949.2987863,4.608674361
-60,800,2400,10,1106.319557,5.251882229,9.98,1106.576128,5.246830703,9.98,1106.429666,5.249714298
-60,800,2800,11.36,1256.056012,5.839404347,11.34,1257.020529,5.822976121,11.34,1256.831965,5.826187528
-60,800,3200,12.67,1400.131876,6.36864042,12.64,1400.753331,6.359301887,12.64,1400.519868,6.362809952
-60,800,3600,13.92,1537.474299,6.873825562,13.89,1538.891234,6.854755761,13.89,1538.610439,6.858534397
-60,800,4000,15.13,1670.297944,7.335829541,15.1,1672.547675,7.308394719,15.1,1672.217267,7.312423262
-60,800,4400,16.3,1798.620073,7.76637102,16.26,1800.629091,7.743959233,16.26,1800.247895,7.748211148
-60,800,4800,17.44,1923.548433,8.162085777,17.39,1925.348342,8.143576211,17.39,1924.9146,8.148036203
-60,800,5200,18.54,2044.006256,8.541295936,18.49,2046.711349,8.515483641,18.49,2046.223679,8.520136364
-60,900,400,1.78,222.3013478,0.936735817,1.78,222.4040121,0.925501648,1.78,222.3979102,0.926169283
-60,900,500,2.21,275.9439762,1.106223179,2.21,276.102089,1.092336742,2.21,276.0926899,1.093162123
-60,900,600,2.63,328.3168096,1.312755757,2.62,327.2922085,1.388106602,2.62,327.2790082,1.389078079
-60,900,800,3.44,429.2595661,1.783129421,3.44,429.6418816,1.761873404,3.44,429.6191433,1.763137377
-60,900,1000,4.23,527.6313331,2.182466654,4.23,528.208729,2.156594786,4.23,528.1743768,2.158133688
-60,900,1200,5,623.4383491,2.546681404,4.99,622.9972993,2.563266581,4.99,622.949548,2.565062517
-60,900,1400,5.75,716.6868052,2.89122408,5.74,716.5046775,2.897130348,5.74,716.4415589,2.899177385
-60,900,1600,6.48,807.3828417,3.223836598,6.47,807.4864914,3.2208783,6.47,807.4063957,3.223164322
-60,900,2000,7.88,981.1419249,3.868772022,7.87,981.8851005,3.85161399,7.87,981.7669665,3.854341066
-60,900,2400,9.23,1148.475266,4.427423159,9.21,1148.703842,4.422983232,9.21,1148.542664,4.426113958
-60,900,2800,10.52,1308.176738,4.957737477,10.5,1309.20245,4.940511583,10.5,1308.99385,4.944014436
-60,900,3200,11.76,1461.514211,5.452720593,11.73,1462.152808,5.443260719,11.74,1463.135182,5.428711072
-60,900,3600,12.96,1609.747237,5.908097989,12.93,1611.2942,5.887583109,12.93,1610.981113,5.891734539
-60,900,4000,14.12,1752.897796,6.335792142,14.09,1755.394377,6.305799311,14.09,1755.024685,6.310239757
-60,900,4400,15.25,1892.21516,6.729930674,15.21,1894.463809,6.705224021,15.21,1894.035642,6.709927722
-60,900,4800,16.34,2026.489287,7.111245333,16.3,2029.751017,7.078209163,16.3,2029.262418,7.083156869
-60,900,5200,17.41,2158.189074,7.459772768,17.35,2160.026189,7.442507271,17.36,2160.712966,7.43605394
-60,1000,400,1.62,224.7878073,0.66534059,1.62,224.8974589,0.653405273,1.62,224.8909413,0.654114622
-60,1000,500,2,277.4549267,0.973674181,2,277.6217172,0.959063194,2,277.6118015,0.959931705
-60,1000,600,2.39,331.4839303,1.080525337,2.39,331.7217809,1.063126632,2.39,331.707638,1.064161023
-60,1000,800,3.14,435.3179692,1.447290119,3.13,434.3410745,1.501299063,3.14,435.7030817,1.426013869
-60,1000,1000,3.87,536.2977003,1.795443037,3.86,535.5323965,1.829508068,3.86,535.4956753,1.831143142
-60,1000,1200,4.58,634.4307998,2.134935015,4.58,635.2975919,2.102599402,4.58,635.2459947,2.104523692
-60,1000,1400,5.28,731.1047784,2.425639674,5.27,730.8693987,2.433209114,5.27,730.8012428,2.435401095
-60,1000,1600,5.96,824.9447413,2.724799838,5.95,825.0211205,2.722639147,5.95,824.9344419,2.725091205
-60,1000,2000,7.28,1006.904793,3.276921248,7.27,1007.688663,3.259008759,7.27,1007.559893,3.261950932
-60,1000,2400,8.55,1181.728866,3.784963305,8.53,1181.936189,3.780979787,8.53,1181.759904,3.784366906
-60,1000,2800,9.78,1350.824534,4.245603344,9.75,1350.545389,4.250237147,9.75,1350.316426,4.254038205
-60,1000,3200,10.96,1512.850746,4.696814425,10.93,1513.529802,4.686877864,10.93,1513.243861,4.691061814
-60,1000,3600,12.11,1670.576125,5.106393386,12.07,1670.902723,5.102116569,12.07,1670.556352,5.106652331
-60,1000,4000,13.22,1822.656152,5.502951826,13.18,1824.054399,5.486369118,13.18,1823.644239,5.491233024
-60,1000,4400,14.3,1970.48002,5.875429145,14.26,1972.994403,5.848162864,14.26,1972.517705,5.853331347
-60,1000,4800,15.36,2115.42769,6.21623585,15.3,2116.357099,6.206946834,15.31,2117.186757,6.198655908
-60,1000,5200,16.38,2254.796035,6.557739829,16.33,2258.278471,6.525449552,16.33,2257.66282,6.531156914
-60,1100,400,1.48,225.8858085,0.545951983,1.48,226.0022231,0.533310343,1.48,225.995303,0.534061723
-60,1100,500,1.83,279.2396978,0.817541424,1.83,279.4172055,0.802038857,1.83,279.4066516,0.802960446
-60,1100,600,2.19,334.0920715,0.890059711,2.19,334.3457695,0.87157031,2.19,334.3306824,0.87266966
-60,1100,800,2.88,439.153315,1.235783184,2.88,439.5903544,1.211736045,2.88,439.5643538,1.213166362
-60,1100,1000,3.56,542.5991461,1.515780082,3.56,543.2645857,1.486333364,3.56,543.2249809,1.488085475
-60,1100,1200,4.22,642.9156244,1.819240308,4.22,643.8473395,1.784686859,4.22,643.7918649,1.786743555
-60,1100,1400,4.88,743.1465848,2.039788597,4.87,742.865715,2.048757227,4.87,742.7920648,2.051109243
-60,1100,1600,5.51,838.7446407,2.335779526,5.51,840.3219473,2.291490104,5.51,840.2279602,2.294128176
-60,1100,2000,6.76,1028.199434,2.79231687,6.74,1027.515457,2.807817339,6.74,1027.375778,2.810983325
-60,1100,2400,7.96,1209.806023,3.247973817,7.94,1210.011314,3.24406602,7.94,1209.818787,3.247730843
-60,1100,2800,9.12,1385.115659,3.679126536,9.1,1386.304404,3.659587142,9.1,1386.053322,3.663713614
-60,1100,3200,10.25,1555.667739,4.073473805,10.22,1556.411267,4.062706848,10.22,1556.096978,4.067257794
-60,1100,3600,11.34,1719.985485,4.46275369,11.31,1721.863478,4.438424209,11.31,1721.48158,4.443370917
-60,1100,4000,12.41,1881.101252,4.813556639,12.37,1882.673018,4.795122942,12.37,1882.219869,4.800436907
-60,1100,4400,13.45,2037.536139,5.152259073,13.4,2038.853938,5.138130649,13.4,2038.326659,5.143783336
-60,1100,4800,14.46,2189.326337,5.481813234,14.41,2191.936486,5.456027608,14.41,2191.332325,5.461995169
-60,1100,5200,15.45,2338.00184,5.790566311,15.39,2340.424262,5.768367315,15.4,2341.252128,5.760782558
-60,1200,400,1.36,226.4273339,0.487173687,1.36,226.5509846,0.47376195,1.36,226.5436337,0.474559164
-60,1200,500,1.69,281.2981571,0.63805461,1.69,281.4884887,0.621490536,1.69,281.4771711,0.622475327
-60,1200,600,2.02,336.1414511,0.740891824,2.02,336.4126437,0.721185071,2.02,336.3965142,0.722356942
-60,1200,800,2.66,442.4266046,1.055947042,2.66,442.8945507,1.030288679,2.66,442.8667066,1.031815069
-60,1200,1000,3.29,546.9518514,1.323464076,3.29,547.664465,1.292045607,3.29,547.6220436,1.2939154
-60,1200,1200,3.92,651.3793332,1.50617725,3.91,650.7251681,1.53030828,3.91,650.6654869,1.532510364
-60,1200,1400,4.53,752.4006141,1.745126195,4.52,752.0794024,1.75532694,4.52,751.9999564,1.757850214
-60,1200,1600,5.13,851.6793295,1.973645904,5.12,851.729873,1.972235579,5.12,851.6283315,1.975068951
-60,1200,2000,6.3,1045.031355,2.412226715,6.28,1044.27172,2.42932408,6.28,1044.120199,2.432735048
-60,1200,2400,7.43,1231.479115,2.836901516,7.41,1231.690045,2.832915565,7.42,1233.137094,2.805578311
-60,1200,2800,8.54,1414.351768,3.200489194,8.51,1414.000512,3.206216031,8.51,1413.726886,3.210677583
-60,1200,3200,9.61,1590.391282,3.572748821,9.58,1591.218572,3.560871527,9.58,1590.874794,3.565806802
-60,1200,3600,10.66,1762.918032,3.909033665,10.62,1763.363796,3.903311634,10.62,1762.945232,3.908684491
-60,1200,4000,11.68,1930.335175,4.238796528,11.64,1932.109813,4.21818198,11.64,1931.61228,4.223960705
-60,1200,4400,12.67,2092.686609,4.563744515,12.63,2095.823783,4.530438305,12.63,2095.245245,4.536579042
-60,1200,4800,13.65,2253.271573,4.853156882,13.6,2256.173555,4.824778665,13.6,2255.51205,4.831246299
-60,1200,5200,14.6,2408.857769,5.144452253,14.54,2411.525634,5.120254934,14.55,2412.427709,5.112075328
-70,400,400,3.32,126.0711817,2.506297505,3.32,126.1209375,2.499814742,3.32,126.1179808,2.500199955
-70,400,500,4.04,153.3849211,2.945565821,4.04,153.4594082,2.937764728,4.04,153.4549814,2.938228328
-70,400,600,4.72,179.1718717,3.373334147,4.72,179.274545,3.36433272,4.72,179.2684425,3.36486771
-70,400,800,6,227.6867052,4.113202679,6,227.8554877,4.102020937,6,227.8454537,4.102685649
-70,400,1000,7.19,272.7600223,4.743134807,7.19,273.0058927,4.730023784,7.19,272.9912728,4.730803339
-70,400,1200,8.31,315.1547752,5.284782739,8.3,315.1080212,5.286871058,8.3,315.0883035,5.287751781
-70,400,1400,9.36,354.8758489,5.776102197,9.35,354.9227312,5.774299367,9.35,354.8974556,5.775271323
-70,400,1600,10.37,393.061504,6.19784499,10.36,393.2098978,6.192833583,10.36,393.1785935,6.193890743
-70,400,2000,12.24,463.7055398,6.946453988,12.23,464.0707422,6.936525827,12.23,464.0265528,6.937727089
-70,400,2400,13.98,529.3738262,7.561301672,13.96,529.5955196,7.556254778,13.96,529.5374553,7.557576604
-70,400,2800,15.6,590.4594959,8.092027011,15.58,590.9276947,8.082854582,15.58,590.8549844,8.084278999
-70,400,3200,17.13,648.1041777,8.550611928,17.1,648.4513844,8.544640301,17.1,648.3635174,8.546151506
-70,400,3600,18.58,702.6932675,8.955161874,18.55,703.3054267,8.945776936,18.55,703.2018166,8.947365328
-70,400,4000,19.96,754.6105504,9.316559709,19.92,755.1158853,9.30957024,19.93,755.3737226,9.306004124
-70,400,4400,21.28,804.2381523,9.641740389,21.24,805.0191158,9.631899942,21.25,805.2603351,9.628860609
-70,400,4800,22.55,851.9565143,9.935333866,22.51,853.0175618,9.923055822,22.51,852.8649645,9.924821563
-70,400,5200,23.78,898.1443763,10.20055193,23.73,899.1137297,10.19018091,23.73,898.9443493,10.19199305
-70,500,400,2.78,131.9550195,1.742920505,2.78,132.008139,1.736058728,2.78,132.0049824,1.736466466
-70,500,500,3.41,161.8290123,2.065409748,3.41,161.9093928,2.057072609,3.41,161.9046157,2.057568071
-70,500,600,4.01,190.2700017,2.405310841,4.01,190.3817276,2.395617201,4.01,190.3750869,2.39619334
-70,500,800,5.15,244.2794749,3.019983495,5.15,244.4654066,3.007803616,5.15,244.4543527,3.008527677
-70,500,1000,6.23,295.4116087,3.542247801,6.23,295.6857437,3.52780278,6.23,295.6694426,3.528661674
-70,500,1200,7.26,344.144788,3.997779739,7.25,344.0454107,4.002164152,7.25,344.0231981,4.003144172
-70,500,1400,8.23,390.0110892,4.433261025,8.22,390.02092,4.432887671,8.23,390.4659613,4.415987254
-70,500,1600,9.17,434.4326796,4.809261167,9.16,434.5618034,4.804954834,9.16,434.5260257,4.806148018
-70,500,2000,10.93,517.5377849,5.491874463,10.91,517.4514768,5.494191858,10.92,517.8737198,5.482854985
-70,500,2400,12.57,594.899309,6.078420804,12.55,595.0932919,6.074057952,12.56,595.4985804,6.064943178
-70,500,2800,14.12,667.9471308,6.582708627,14.1,668.4409647,6.573147893,14.1,668.3555124,6.574802213
-70,500,3200,15.58,736.6946479,7.035423317,15.56,737.5009689,7.021713604,15.56,737.3969303,7.023482466
-70,500,3600,16.98,802.5629045,7.432327789,16.95,803.2242461,7.42230095,16.95,803.1009076,7.424170871
-70,500,4000,18.32,865.5603521,7.790014417,18.28,866.0876244,7.782799825,18.28,865.944389,7.784759655
-70,500,4400,19.6,925.6956024,8.119075368,19.56,926.5668561,8.108211417,19.56,926.4031744,8.110252351
-70,500,4800,20.83,983.4447356,8.421234593,20.79,984.6653012,8.407252815,20.79,984.480835,8.409365815
-70,500,5200,22.03,1039.748359,8.692733599,21.98,1040.857392,8.680984058,21.98,1040.651767,8.683162461
-70,600,400,2.38,135.5610784,1.278341727,2.38,135.6163444,1.271241312,2.38,135.6130603,1.271663232
-70,600,500,2.93,166.8574191,1.54538067,2.93,166.9413592,1.536726148,2.93,166.9363705,1.537240474
-70,600,600,3.47,197.5733123,1.773862059,3.47,197.6912987,1.763697951,3.47,197.6842858,1.764302058
-70,600,800,4.49,255.5613697,2.283829442,4.49,255.7595758,2.270949402,4.49,255.747792,2.271715096
-70,600,1000,5.47,311.2372101,2.711914514,5.47,311.5321649,2.696508614,5.47,311.5146253,2.697424659
-70,600,1200,6.41,364.605537,3.099228011,6.4,364.4425728,3.106351639,6.4,364.4185176,3.107403206
-70,600,1400,7.31,415.6710723,3.463429345,7.3,415.630794,3.464944226,7.3,415.5994592,3.466122757
-70,600,1600,8.17,464.438505,3.813357401,8.17,465.0985043,3.791561989,8.17,465.0592327,3.792858734
-70,600,2000,9.82,557.9256455,4.412873969,9.81,558.31053,4.402644453,9.81,558.2539352,4.404148574
-70,600,2400,11.37,645.6541685,4.942635116,11.35,645.7944435,4.939512352,11.36,646.2862538,4.928564521
-70,600,2800,12.84,728.7725228,5.410977788,12.82,729.2615827,5.401605596,12.82,729.1651962,5.403452653
-70,600,3200,14.24,807.8597481,5.831383153,14.21,808.1514326,5.826473582,14.21,808.0332614,5.828462589
-70,600,3600,15.58,883.4920335,6.211299677,15.55,884.1711258,6.201106007,15.55,884.0299282,6.203225413
-70,600,4000,16.86,955.6806407,6.562781666,16.83,956.7588501,6.548172338,16.83,956.5939045,6.550407172
-70,600,4400,18.1,1025.559563,6.879650534,18.06,1026.4859,6.868210082,18.06,1026.296566,6.870548309
-70,600,4800,19.29,1092.575202,7.176824426,19.25,1093.92217,7.161539095,19.25,1093.7078,7.163971628
-70,600,5200,20.45,1157.856549,7.447034348,20.4,1159.071072,7.434284991,20.4,1158.831235,7.436802556
-70,700,400,2.08,138.2179012,0.937678155,2.08,138.2748899,0.930386158,2.08,138.2715033,0.930819464
-70,700,500,2.57,170.7467539,1.145297082,2.57,170.8337392,1.136370798,2.57,170.8285695,1.136901278
-70,700,600,3.05,202.5998681,1.341900182,3.04,202.0581039,1.388352568,3.04,202.0508717,1.388972851
-70,700,800,3.97,263.6189666,1.761723075,3.97,263.8264039,1.748322711,3.97,263.8140711,1.749119346
-70,700,1000,4.86,322.6075579,2.11990676,4.86,322.9181644,2.103789363,4.86,322.8996937,2.104747728
-70,700,1200,5.72,379.5699703,2.447404258,5.71,379.3361815,2.457552165,5.71,379.3107141,2.458657683
-70,700,1400,6.55,434.5101454,2.757518255,6.54,434.4096687,2.761269097,6.54,434.3762919,2.762515104
-70,700,1600,7.35,487.4319693,3.05690587,7.34,487.4767163,3.055439582,7.34,487.4347171,3.056815829
-70,700,2000,8.89,589.2162346,3.584598637,8.87,588.9242354,3.59229604,8.87,588.8630203,3.593909813
-70,700,2400,10.34,684.9454412,4.071575076,10.33,685.6775153,4.055415681,10.33,685.5946375,4.057244949
-70,700,2800,11.73,776.6168613,4.497945248,11.71,777.0831047,4.489086526,11.71,776.9768537,4.49110525
-70,700,3200,13.06,864.2449492,4.886337158,13.04,865.1344589,4.871494319,13.04,865.0030225,4.873687407
-70,700,3600,14.34,948.5005768,5.239586672,14.31,949.1764172,5.229529014,14.31,949.0186098,5.231877374
-70,700,4000,15.57,1029.395549,5.568154913,15.54,1030.536769,5.552824568,15.54,1030.351263,5.555316374
-70,700,4400,16.76,1107.596248,5.87069646,16.72,1108.559959,5.858895666,16.72,1108.346028,5.861515178
-70,700,4800,17.91,1183.111807,6.153642874,17.87,1184.570735,6.137226769,17.87,1184.327318,6.139965571
-70,700,5200,19.03,1256.604171,6.414659398,18.98,1257.913133,6.401033265,18.98,1257.639743,6.403879086
-70,800,400,1.84,139.7360894,0.743637681,1.84,139.7940605,0.736237429,1.84,139.7906156,0.736677169
-70,800,500,2.28,173.1182684,0.902277238,2.28,173.2071248,0.893185514,2.28,173.2018439,0.893725829
-70,800,600,2.71,205.7294739,1.07405779,2.71,205.8548508,1.063345383,2.71,205.8473981,1.063982115
-70,800,800,3.55,269.3999407,1.389051427,3.55,269.614773,1.375233415,3.55,269.601999,1.376054976
-70,800,1000,4.36,330.7524308,1.698241401,4.36,331.0762005,1.681521649,4.36,331.0569434,1.682516012
-70,800,1200,5.15,390.5483174,1.972162457,5.14,390.2415042,1.985409637,5.14,390.2147536,1.986564735
-70,800,1400,5.91,448.0349205,2.254031993,5.91,448.6290908,2.231977021,5.91,448.5937305,2.233289406
-70,800,1600,6.66,504.7277255,2.491868382,6.65,504.7241662,2.491984304,6.65,504.6794165,2.493441765
-70,800,2000,8.09,612.7212067,2.966999128,8.08,613.0749764,2.957734428,8.08,613.0089871,2.959462521
-70,800,2400,9.46,716.060179,3.387084887,9.44,716.062787,3.387027715,9.45,716.7293099,3.372417446
-70,800,2800,10.77,814.7631724,3.775698889,10.75,815.210346,3.767263147,10.75,815.0940124,3.769457663
-70,800,3200,12.03,909.5994704,4.132208351,12.01,910.5249288,4.116878005,12.01,910.3801272,4.119276508
-70,800,3600,13.25,1001.333885,4.456182177,13.22,1002.013796,4.446138626,13.22,1001.838949,4.448721353
-70,800,4000,14.43,1089.978156,4.757293517,14.39,1090.438698,4.751152894,14.4,1090.986509,4.743849135
-70,800,4400,15.57,1175.543961,5.041711026,15.53,1176.559262,5.02937155,15.53,1176.319896,5.032280562
-70,800,4800,16.68,1258.789463,5.30521517,16.63,1259.626052,5.295872106,16.63,1259.35286,5.298923036
-70,800,5200,17.75,1338.977522,5.560267153,17.7,1340.39762,5.545593845,17.7,1340.089691,5.548775393
-70,900,400,1.65,140.9664758,0.586717227,1.65,141.026861,0.579023617,1.65,141.0232722,0.579480844
-70,900,500,2.05,175.1050997,0.699225278,2.05,175.1982241,0.68972037,2.05,175.1926887,0.690285326
-70,900,600,2.44,208.3770944,0.848133361,2.44,208.5089274,0.836900002,2.44,208.5010897,0.837567795
-70,900,800,3.2,273.1775342,1.146404915,3.2,273.4040163,1.131879449,3.2,273.3905475,1.132743204
-70,900,1000,3.95,337.07695,1.372224374,3.94,336.5684117,1.398392689,3.94,336.5480089,1.399442746
-70,900,1200,4.67,398.3756539,1.634880632,4.67,398.8570448,1.614180087,4.67,398.8283988,1.615411768
-70,900,1400,5.38,458.7799872,1.856030508,5.37,458.5654932,1.863957892,5.37,458.5276562,1.865356369
-70,900,1600,6.07,517.4424277,2.078713965,6.06,517.4013492,2.080045704,6.07,518.2053889,2.053982838
-70,900,2000,7.41,631.2536958,2.482904857,7.4,631.6072674,2.47369389,7.4,631.5356712,2.475558983
-70,900,2400,8.7,740.6796609,2.848909619,8.68,740.6330305,2.849926036,8.68,740.5348458,2.852066235
-70,900,2800,9.94,845.7395118,3.193067696,9.92,846.1905957,3.184609365,9.92,846.06282,3.187005226
-70,900,3200,11.13,946.4522068,3.523557659,11.11,947.4373967,3.507338218,11.11,947.2778214,3.509965164
-70,900,3600,12.29,1044.522323,3.820173144,12.26,1045.231625,3.809761348,12.26,1045.038244,3.812599863
-70,900,4000,13.42,1139.960722,4.092968415,13.38,1140.428898,4.086766238,13.38,1140.199746,4.089801894
-70,900,4400,14.51,1231.937744,4.358505295,14.47,1233.03437,4.345264204,14.47,1232.76781,4.348482594
-70,900,4800,15.57,1321.306908,4.609246502,15.52,1322.205833,4.599272657,15.53,1322.747871,4.593259049
-70,900,5200,16.61,1408.916613,4.839944496,16.55,1409.64359,4.832482443,16.56,1410.14531,4.827332845
-70,1000,400,1.5,142.3838722,0.406320819,1.5,142.4482249,0.398140013,1.5,142.4444,0.398626224
-70,1000,500,1.86,176.519257,0.555006055,1.86,176.6180178,0.544943736,1.86,176.6121468,0.545541869
-70,1000,600,2.22,210.6404443,0.655488249,2.21,209.8320881,0.724239573,2.21,209.8238121,0.724943756
-70,1000,800,2.92,276.9468074,0.9049903,2.91,276.240789,0.950156122,2.91,276.2264718,0.951072286
-70,1000,1000,3.6,341.3079233,1.154820317,3.6,341.6755185,1.135958287,3.6,341.6536475,1.137080413
-70,1000,1200,4.27,404.6738282,1.364443428,4.27,405.1897959,1.342326224,4.27,405.1590866,1.343642429
-70,1000,1400,4.93,467.0469983,1.551043563,4.92,466.785965,1.560657176,4.92,466.7452828,1.562155556
-70,1000,1600,5.58,528.4298902,1.723228664,5.57,528.3601444,1.725480644,5.57,528.3081034,1.727161003
-70,1000,2000,6.83,646.3506645,2.090447117,6.82,646.7119052,2.08107747,6.82,646.634237,2.083091898
-70,1000,2400,8.04,760.3455852,2.42124321,8.02,760.2565342,2.42317525,8.02,760.1496766,2.425493677
-70,1000,2800,9.21,870.4335386,2.731143945,9.19,870.8945927,2.722541294,9.19,870.75502,2.725145449
-70,1000,3200,10.34,976.6330851,3.027924068,10.32,977.6888635,3.01063278,10.32,977.5138673,3.013498606
-70,1000,3600,11.44,1079.89836,3.302239861,11.41,1080.648131,3.291292637,11.41,1080.435562,3.294396177
-70,1000,4000,12.52,1181.177274,3.548428835,12.48,1181.66595,3.541990703,12.48,1181.413252,3.545319853
-70,1000,4400,13.56,1278.612765,3.796462504,13.52,1279.804803,3.782149812,13.52,1279.510215,3.785686713
-70,1000,4800,14.58,1374.085273,4.025289711,14.53,1375.070986,4.014415412,14.53,1374.733143,4.018142324
-70,1000,5200,15.57,1466.673891,4.248752599,15.52,1468.412069,4.231013509,15.52,1468.02939,4.234918703
-70,1100,400,1.37,143.0412817,0.322787113,1.37,143.1095709,0.314114938,1.37,143.1055117,0.314630387
-70,1100,500,1.7,177.4574593,0.459467007,1.7,177.5623331,0.448794507,1.7,177.5560982,0.449428965
-70,1100,600,2.03,211.8585718,0.551994909,2.03,212.0077945,0.539325858,2.03,211.9989213,0.540079143
-70,1100,800,2.68,279.5745441,0.73710397,2.67,278.7904781,0.787162178,2.67,278.775182,0.788139057
-70,1100,1000,3.31,345.1520625,0.95778018,3.31,345.5459522,0.93761677,3.31,345.5225126,0.93881652
-70,1100,1200,3.93,409.6363479,1.151961972,3.93,410.1897415,1.128300366,3.93,410.1567978,1.129708763
-70,1100,1400,4.55,474.0688538,1.292840239,4.54,473.7664884,1.303942494,4.54,473.7226551,1.305552088
-70,1100,1600,5.15,536.3748512,1.467082439,5.14,536.2776262,1.47021237,5.14,536.2216101,1.472015727
-70,1100,2000,6.32,657.737185,1.795588447,6.31,658.10874,1.785983577,6.31,658.0248433,1.788152254
-70,1100,2400,7.46,775.8199695,2.086141987,7.44,775.6942759,2.088858846,7.45,776.6177017,2.068901001
-70,1100,2800,8.57,890.6407736,2.35486168,8.55,891.1227569,2.345905614,8.55,890.9707383,2.348730282
-70,1100,3200,9.64,1001.186422,2.62662453,9.62,1002.323983,2.608074477,9.62,1002.132897,2.611190222
-70,1100,3600,10.69,1109.536183,2.87046676,10.66,1110.345633,2.858702278,10.66,1110.112737,2.862087021
-70,1100,4000,11.71,1214.674381,3.108111532,11.68,1216.231833,3.087688401,11.68,1215.954329,3.091327037
-70,1100,4400,12.71,1317.643591,3.328910938,12.67,1318.953969,3.313253078,12.67,1318.630024,3.317123691
-70,1100,4800,13.69,1418.462685,3.536901805,13.64,1419.558757,3.524869934,13.64,1419.186616,3.528954851
-70,1100,5200,14.64,1516.129243,3.745252757,14.59,1518.055482,3.725693476,14.59,1517.633999,3.729972934
-70,1200,400,1.26,143.5078271,0.263558311,1.26,143.580492,0.254337316,1.26,143.5761725,0.254885427
-70,1200,500,1.57,178.7728167,0.325711735,1.56,177.7465729,0.430048724,1.56,177.7399723,0.430720243
-70,1200,600,1.87,212.8844593,0.464936743,1.87,213.0435633,0.451443359,1.87,213.0341013,0.452245749
-70,1200,800,2.47,281.0613618,0.642262937,2.47,281.3376207,0.624653079,2.47,281.3211847,0.625700674
-70,1200,1000,3.06,348.0423012,0.809941554,3.06,348.4644504,0.78837035,3.06,348.4393241,0.789654108
-70,1200,1200,3.64,413.8309927,0.972777148,3.64,414.4258176,0.947398875,3.64,414.3903991,0.948909795
-70,1200,1400,4.21,478.4311004,1.132829604,4.21,479.2234667,1.103797654,4.21,479.1762663,1.105526772
-70,1200,1600,4.78,542.9775598,1.254792674,4.77,542.8591209,1.258596033,4.77,542.7987602,1.260534428
-70,1200,2000,5.88,667.3942749,1.546293228,5.87,667.7860394,1.536195125,5.87,667.6953259,1.538533245
-70,1200,2400,6.96,789.3634772,1.793889666,6.94,789.2169305,1.797046753,6.94,789.0911217,1.799757172
-70,1200,2800,8,906.6500073,2.057861457,7.98,907.1619125,2.048381027,7.98,906.9969155,2.051436642
-70,1200,3200,9.02,1021.526805,2.295506451,9,1022.762821,2.275424615,9,1022.55465,2.278806497
-70,1200,3600,10.02,1134.011788,2.515402001,9.99,1134.898564,2.50256345,9.99,1134.64436,2.50624357
-70,1200,4000,11,1244.129133,2.722619655,10.96,1244.713597,2.714986591,10.96,1244.410783,2.718941239
-70,1200,4400,11.95,1350.784201,2.933701799,11.91,1352.218756,2.916631853,11.91,1351.86544,2.920835719
-70,1200,4800,12.89,1456.235012,3.123131613,12.84,1457.424004,3.110136161,12.84,1457.01895,3.114563117
-70,1200,5200,13.8,1558.266964,3.318276016,13.75,1560.338465,3.297334404,13.75,1559.881028,3.301958416
